campaign_id,campaign_name,channel,region,campaign_date,ad_spend,revenue_generated
2799,Back To School ,linkedin,South,2025-03-22,3617.31,11684.08
38,Summer Promo,Affiliate,West,2024-05-01,6656.1,22373.08
2801,New Year Push,Email,West,2024-12-13,2754.62,4855.5
2802,Cyber Monday,Email,Central,2024-03-26,1339.99,4183.5
2803,Spring Launch,Instagram,West,2025-08-03,493.99,1427.99
2804,New Year Push,facebook ads,North,2025-01-02,8709.99,35391.55
2805,Black Friday,Facebook Ads,East,2024-07-20,4545.47,10623.74
2806,Summer Promo,YouTube,Central,2024-09-06,861.99,2743.77
2807,Black Friday,Google Ads,South,2024-11-19,8230.47,12169.74
2808,Holiday Deals,Google Ads,Central,2024-07-29,4270.88,16465.77
2809,Summer Promo,Instagram,West,2025-07-08,,12935.62
2810,New Year Push ,Email,North,2024-02-19,5550.65,7049.17
2811,Holiday Deals,Email,South,2024-01-03,1108.6,4594.57
2812,Winter Sale,Instagram,North,2025-01-31,8223.02,29110.64
2813,Back To School,Facebook Ads,West,2024-09-08,582.79,2258.26
2814,New Year Push,YouTube,West,2024-07-07,,
2815,Winter Sale ,Affiliate,North,2025-04-12,5510.12,4768.53
2816,Black Friday,Facebook Ads,South,2024-08-09,7590.8,21479.99
2817,Spring Launch,LinkedIn,East,2025-01-05,1947.24,2439.75
2818,Black Friday,YouTube,North,2024-07-09,1924.06,1400.73
2819,Spring Launch,YouTube,South,2025-03-11,5919.2,22856.36
2820,Cyber Monday,Affiliate,Central,2024-08-12,273.23,190.17
2821,New Year Push,LinkedIn,North,2024-06-18,5770.43,21800.58
2822,Cyber Monday,Facebook Ads,East,2024-10-31,3334.72,6330.82
2823,Winter Sale,LinkedIn,North,2024-03-14,6003.83,9587.23
2824,Spring Launch,TikTok,South,2024-10-29,363.42,1250.5
2825,Cyber Monday,LinkedIn,West,2024-01-28,6293.93,17767.92
2826,New Year Push,google ads,South,2025-01-21,7442.67,23823.42
2827,New Year Push,Instagram,West,2024-08-20,2138.23,4083.86
2828,Summer Promo ,Facebook Ads,South,2025-05-09,1348.49,1374.69
2829,Holiday Deals,Google Ads,West,2024-05-28,6794.34,26731.65
2830,New Year Push,Facebook Ads,Central,2024-07-16,9631.05,
2831,Cyber Monday,Google Ads,West,2024-12-08,1922.6,1773.79
2832,Holiday Deals,Affiliate,East,2025-08-18,8147.22,22934.64
2833,Spring Launch,Affiliate,North,2024-04-23,6221.02,22556.48
2834,Spring Launch,Facebook Ads,North,2025-03-19,7062.44,27104.47
2835,Black Friday,YouTube,South,2024-04-06,656.52,2291.31
2836,Black Friday,TikTok,West,2024-07-01,8523.44,14017.14
2837,Back To School,Affiliate,Central,2025-06-03,6440.43,11313.57
2838,Winter Sale,YouTube,Central,2024-06-19,9583.91,6073.27
2839,Cyber Monday,Affiliate,East,2024-07-12,5839.95,6809.46
2840,Back To School ,YouTube,North,2024-09-04,7150.98,8606.64
2841,Winter Sale,LinkedIn,Central,2024-02-27,2430.29,6021.0
2842,Black Friday,Instagram,East,2025-03-07,9156.87,12333.0
2843,Spring Launch,Email,West,2024-10-12,1527.98,5402.8
2844,Black Friday,Facebook Ads,West,2024-10-05,5056.13,20968.48
2845,Spring Launch,LinkedIn,West,2025-03-07,1551.48,4784.32
2846,Back To School,YouTube,North,2024-05-04,2405.5,2711.1
2847,Back To School ,LinkedIn,East,2024-08-27,6865.95,19737.81
2848,New Year Push,YouTube,Central,2024-12-11,7572.79,13160.38
2849,Black Friday,Affiliate,South,2024-10-11,,9622.59
2850,Spring Launch,Affiliate,West,2024-07-11,9842.49,16427.07
2851,Spring Launch,Instagram,South,2025-04-26,3018.69,5790.43
2852,Back To School,LinkedIn,North,2024-07-03,5689.48,8587.08
2853,Spring Launch,Instagram,North,2025-02-25,9161.37,14316.86
2854,Winter Sale,Facebook Ads,Central,2024-04-12,8968.58,8196.39
2855,Holiday Deals,Email,North,2024-06-10,6599.97,27244.29
2856,Holiday Deals,Affiliate,West,2024-12-25,1770.62,7743.47
2857,Spring Launch,TikTok,West,2024-10-07,4583.55,
2858,Spring Launch,Instagram,West,2024-02-09,6800.52,11604.05
2859,Winter Sale,Email,West,2024-03-18,1964.19,3368.47
2860,Black Friday,LinkedIn,South,2025-08-14,1020.87,1097.92
2861,Cyber Monday,YouTube,Central,2025-03-09,1136.14,2490.16
2862,Spring Launch ,LinkedIn,North,2024-03-07,7976.23,8498.95
2863,Back To School,LinkedIn,South,2024-10-14,1390.17,4272.99
2864,Back To School,LinkedIn,West,2024-07-14,2052.11,1827.28
2865,Holiday Deals,Instagram,West,2025-01-14,1751.8,7348.67
2866,Winter Sale,YouTube,East,2024-10-21,8232.57,15775.73
2867,Summer Promo,tiktok,East,2024-01-22,6592.63,17464.55
2868,Summer Promo,TikTok,Central,2024-10-05,6803.53,21980.06
2869,Cyber Monday,YouTube,East,2024-11-30,6324.47,9894.04
2870,Holiday Deals,Affiliate,North,2025-07-16,,1128.99
2871,Summer Promo,Affiliate,South,2024-10-08,8920.64,24781.44
180,Cyber Monday,YouTube,West,2025-07-05,8340.67,37253.58
2873,Winter Sale ,youtube,Central,2024-02-22,1719.8,5618.78
2874,Back To School,LinkedIn,West,2024-04-15,6775.51,29946.55
2875,Black Friday,Facebook Ads,Central,2025-06-01,,32004.33
2876,Summer Promo,Instagram,East,2024-07-31,2511.79,9279.11
2877,Black Friday,Google Ads,East,2024-11-27,,4200.96
2878,Back To School,Affiliate,East,2024-11-14,9110.94,
2879,Cyber Monday,Facebook Ads,West,2025-07-03,6343.29,14085.73
2880,Summer Promo,TikTok,North,2024-09-03,4433.87,7721.51
2881,Cyber Monday,LinkedIn,Central,2024-03-14,7645.08,32451.12
22,Cyber Monday ,google ads,West,2024-07-19,9413.43,11287.88
2883,Summer Promo,Affiliate,Central,2025-08-14,8759.96,30219.46
2884,Holiday Deals,tiktok,South,2025-05-16,2603.09,2002.14
2885,Black Friday,YouTube,South,2024-02-22,2753.17,11422.44
2886,Holiday Deals,YouTube,Central,2025-01-21,6368.47,21552.29
2887,Summer Promo,Instagram,South,2025-01-14,2645.81,8936.36
2888,New Year Push,Instagram,North,2025-04-02,378.4,757.29
2889,Cyber Monday,email,West,2024-09-07,6304.86,6836.9
2890,New Year Push,Affiliate,East,2025-05-22,8247.74,11877.78
2891,Holiday Deals,TikTok,South,2024-12-28,6557.58,13907.24
2892,Winter Sale,Instagram,West,2025-02-02,6000.83,5579.58
2893,New Year Push ,YouTube,West,2024-12-29,267.44,1106.74
2894,New Year Push,Instagram,South,2024-03-01,2769.34,10464.53
2895,Holiday Deals,Google Ads,West,2025-01-16,9993.57,13448.6
2896,Black Friday,Instagram,Central,2024-12-07,2725.19,8588.27
2897,Summer Promo,youtube,West,2024-02-02,9657.94,40208.49
2898,Holiday Deals,Affiliate,North,2025-08-07,5078.47,18691.01
2899,Black Friday,YouTube,North,2024-03-21,1443.88,6367.15
2900,Black Friday,Facebook Ads,North,2025-07-14,9647.1,11141.59
2901,Holiday Deals,YouTube,West,2024-03-19,3064.29,2759.76
2902,Cyber Monday,Affiliate,North,2024-10-14,2790.0,10501.07
2903,Cyber Monday,Email,Central,2024-01-17,3845.32,3282.32
2904,Black Friday,Google Ads,Central,2024-03-10,3488.03,15436.39
2905,Summer Promo,Affiliate,West,2024-10-19,6333.87,13710.57
2906,Cyber Monday,email,South,2024-03-09,1748.73,7772.59
2907,Winter Sale,LinkedIn,West,2024-11-10,8226.41,13375.4
2908,Black Friday,Email,East,2025-04-11,793.68,576.61
2909,Holiday Deals,Facebook Ads,North,2024-06-19,1291.74,3646.68
2910,Spring Launch ,youtube,West,2024-11-13,9294.76,23115.82
2911,Back To School,TikTok,North,2025-06-01,,19284.92
2912,Cyber Monday,TikTok,Central,2024-03-21,7114.98,24386.53
2913,Summer Promo,Facebook Ads,West,2025-07-17,1822.24,3544.01
2914,Holiday Deals,Facebook Ads,South,2025-07-21,6409.29,5017.11
2915,Spring Launch ,YouTube,West,2024-12-19,3679.25,9710.27
2916,Back To School,LinkedIn,Central,2025-08-08,9962.62,23891.7
2917,Spring Launch,LinkedIn,West,2024-07-12,8178.96,18224.92
2918,Spring Launch,tiktok,Central,2025-04-19,7984.27,23007.95
2919,Spring Launch ,email,North,2025-06-11,8877.29,19030.87
2920,Cyber Monday ,Facebook Ads,South,2024-09-12,6082.61,18369.94
2921,Spring Launch,TikTok,South,2024-02-09,4232.09,4559.01
2922,Spring Launch,Google Ads,Central,2025-02-21,1026.24,581.56
2923,Cyber Monday,Instagram,East,2024-11-29,8747.99,12648.72
2924,Spring Launch,email,West,2024-09-30,2193.92,7556.17
2925,Spring Launch,Google Ads,West,2024-04-17,3268.16,8249.42
2926,Winter Sale,Google Ads,Central,2024-05-15,1708.86,7414.71
2927,Cyber Monday,Email,South,2024-03-26,8530.66,33740.11
2928,Cyber Monday,YouTube,South,2024-02-01,4127.06,14648.77
2929,Winter Sale,Google Ads,East,2025-08-05,1524.37,814.74
2930,Black Friday ,Affiliate,South,2024-05-15,297.73,847.46
2931,New Year Push,LinkedIn,Central,2024-12-13,4608.41,11853.11
2932,Spring Launch,Email,Central,2024-12-24,173.89,380.95
2933,Winter Sale,email,Central,2025-02-13,7208.87,
2934,Summer Promo,LinkedIn,North,2025-03-04,7348.97,10524.28
2935,Cyber Monday,TikTok,North,2025-08-16,8150.11,
2936,Black Friday,YouTube,West,2024-09-22,2186.55,3163.68
2937,Summer Promo,Instagram,Central,2025-07-26,6317.5,24131.32
2938,Cyber Monday,Instagram,North,2024-07-29,4214.72,6462.02
2939,Winter Sale,Facebook Ads,North,2024-07-17,,27587.83
2940,New Year Push,Facebook Ads,Central,2024-01-16,,11120.58
2941,Black Friday,Instagram,Central,2024-06-21,2122.14,6381.72
2942,Holiday Deals,Affiliate,Central,2024-02-18,3651.55,16368.37
2943,Spring Launch,YouTube,West,2024-08-08,4853.82,11860.52
2944,Cyber Monday,Affiliate,North,2025-07-23,5701.93,23760.08
2945,Cyber Monday,TikTok,West,2024-06-01,8028.1,18500.92
2946,Summer Promo,Email,Central,2024-06-17,7215.12,20526.6
2947,Back To School,TikTok,South,2024-02-12,4974.43,6313.86
2948,Cyber Monday,Affiliate,West,2025-05-22,4692.97,6960.96
2949,New Year Push,linkedin,East,2025-08-11,9156.94,16863.67
2950,Back To School,Facebook Ads,West,2024-11-26,9527.41,25078.25
2951,New Year Push,LinkedIn,Central,2025-04-13,6352.29,16971.81
2952,Cyber Monday,Email,West,2025-03-30,1380.87,2766.28
2953,New Year Push,YouTube,East,2024-12-08,1081.55,3235.8
2954,Cyber Monday,LinkedIn,North,2025-02-16,4524.05,16340.6
2955,Winter Sale,Instagram,East,2025-05-31,2282.66,2643.92
2956,Spring Launch,TikTok,Central,2025-05-01,4122.69,17341.44
2957,Back To School,LinkedIn,Central,2024-06-20,7133.18,15519.62
2958,Cyber Monday,Google Ads,North,2025-06-02,5220.99,4369.2
2959,Winter Sale,Facebook Ads,East,2024-08-12,9847.3,31172.9
63,New Year Push,Facebook Ads,East,2024-11-30,2925.5,8317.88
2961,Winter Sale,YouTube,West,2024-09-30,1183.88,5165.68
2962,Winter Sale,TikTok,South,2025-02-08,1830.37,5659.73
2963,Summer Promo,TikTok,West,2025-03-31,2530.0,8526.72
2964,Summer Promo,Facebook Ads,East,2024-11-24,7790.53,24880.45
2965,Winter Sale,Affiliate,West,2024-12-14,6183.54,25166.24
2966,Holiday Deals ,Instagram,Central,2025-01-14,878.4,1601.9
2967,Winter Sale,Affiliate,East,2024-03-25,2558.05,11388.58
2968,Spring Launch ,Affiliate,West,2025-01-18,3954.96,13567.3
2969,Holiday Deals,Email,East,2024-07-29,6878.78,9274.83
2970,Back To School,TikTok,Central,2025-05-02,2466.08,4007.72
2971,Winter Sale,Affiliate,North,2025-01-05,4170.16,5993.77
2972,Holiday Deals,Instagram,West,2025-07-03,294.55,1183.38
2973,Summer Promo,Google Ads,Central,2024-09-29,9659.54,18027.42
2974,Back To School,LinkedIn,North,2024-12-20,3451.22,1823.51
2975,Spring Launch,Facebook Ads,East,2024-09-15,6834.48,25983.05
2976,Spring Launch,LinkedIn,Central,2025-05-10,1551.42,1766.55
2977,Holiday Deals,Facebook Ads,South,2024-12-16,7921.82,23489.49
2978,Black Friday,TikTok,West,2024-08-07,544.12,1627.02
2979,Black Friday,TikTok,Central,2024-01-19,3158.29,6237.31
2980,Holiday Deals,Affiliate,East,2025-05-28,7720.34,28902.95
2981,Holiday Deals,Facebook Ads,South,2025-02-24,4063.53,17426.9
2982,New Year Push,Google Ads,East,2024-01-19,4123.98,14794.14
2983,Spring Launch,LinkedIn,West,2025-05-15,4890.38,20002.29
2984,Black Friday,TikTok,Central,2024-12-14,9086.84,7720.79
2985,Cyber Monday,google ads,North,2025-04-17,9371.28,
2986,Winter Sale,Google Ads,North,2025-03-24,7933.98,10343.1
2987,Winter Sale ,Affiliate,Central,2025-03-18,8070.68,31479.94
2988,Summer Promo,Facebook Ads,East,2025-08-15,2962.59,12765.92
2989,New Year Push,YouTube,South,2024-12-27,593.62,652.77
2990,Black Friday,YouTube,North,2025-05-15,5422.05,15198.93
2991,Back To School,Instagram,East,2024-04-19,6486.99,3683.81
2992,Holiday Deals,Email,West,2024-11-13,9607.63,6517.36
2993,New Year Push,YouTube,West,2024-03-05,1516.31,843.16
2994,Winter Sale,Google Ads,West,2024-08-21,5711.9,24156.01
2995,Cyber Monday,Google Ads,Central,2024-06-27,6692.88,25370.23
2996,New Year Push,LinkedIn,North,2024-05-24,231.48,617.6
2997,Spring Launch,Email,South,2024-07-19,4649.67,11604.98
2998,Summer Promo,YouTube,North,2024-04-20,814.91,2638.47
2999,Black Friday,LinkedIn,West,2024-11-22,5081.88,18094.52
3000,Back To School,email,East,2024-11-20,4904.38,5382.69
3001,Black Friday,Facebook Ads,South,2025-01-26,6517.74,7753.15
3002,Back To School ,Facebook Ads,Central,2024-08-09,8736.71,25794.83
3003,Holiday Deals,affiliate,North,2024-09-23,1656.32,7203.92
3004,Back To School,Instagram,South,2024-11-27,5231.82,4141.48
3005,Back To School,YouTube,North,2024-07-19,6305.65,
3006,New Year Push,Google Ads,Central,2024-01-11,8056.57,30383.65
3007,New Year Push,YouTube,South,2025-01-17,9791.58,
3008,Summer Promo ,Facebook Ads,West,2024-05-30,4604.07,
3009,Holiday Deals,Facebook Ads,Central,2025-02-03,1411.46,3793.53
3010,Holiday Deals,TikTok,West,2024-09-19,5507.85,4725.14
3011,Black Friday,Instagram,Central,2024-01-21,4238.04,16584.04
3012,New Year Push,Google Ads,South,2024-11-01,8575.92,7692.18
3013,Winter Sale,Facebook Ads,Central,2024-03-11,998.14,1547.9
3014,Summer Promo ,YouTube,West,2024-01-12,8760.18,8896.93
45,Back To School,YouTube,South,2024-12-15,7227.97,6538.87
3016,Winter Sale,Affiliate,East,2024-10-09,6269.06,12063.36
3017,Black Friday,instagram,Central,2024-11-01,7910.25,11349.32
3018,Back To School,TikTok,North,2025-05-06,6428.1,9274.01
3019,Black Friday,Facebook Ads,North,2024-06-15,7165.24,28623.07
3020,Back To School,Instagram,North,2025-08-08,1355.34,5375.8
3021,Winter Sale ,Instagram,East,2025-04-09,5976.4,6026.85
3022,Winter Sale,tiktok,West,2025-05-27,4332.66,4954.14
3023,Cyber Monday,Google Ads,East,2024-04-05,7033.44,24866.53
3024,Black Friday,Instagram,South,2025-04-03,1147.39,2896.65
3025,New Year Push,Affiliate,West,2024-03-03,8164.79,
3026,New Year Push,Instagram,North,2025-04-28,,22296.26
3027,New Year Push,TikTok,West,2024-09-27,5403.32,11221.41
3028,Winter Sale,LinkedIn,West,2024-08-10,8497.21,21004.52
3029,Holiday Deals,Email,West,2024-02-22,4771.83,11744.67
3030,Holiday Deals,Affiliate,West,2024-04-30,8483.17,32471.59
3031,New Year Push,TikTok,East,2024-12-25,4094.85,7506.68
3032,Cyber Monday,Instagram,East,2025-06-03,4970.09,13871.97
3033,Holiday Deals,YouTube,Central,2024-12-23,,9040.83
3034,Summer Promo,YouTube,North,2024-08-11,4916.18,9027.0
3035,New Year Push,Affiliate,West,2025-03-25,1157.53,1684.65
3036,Cyber Monday,Email,West,2024-08-16,9497.88,16340.14
3037,Spring Launch,Facebook Ads,North,2025-03-24,1771.71,4150.57
3038,Summer Promo,Google Ads,West,2025-07-06,3140.17,2011.71
3039,Back To School,Google Ads,South,2024-08-08,3299.14,8829.93
157,Winter Sale,YouTube,Central,2024-09-21,5561.95,10713.63
3041,Black Friday,Affiliate,Central,2025-02-05,4528.3,19752.77
3042,New Year Push,Google Ads,North,2025-01-26,3835.75,5879.85
3043,New Year Push,TikTok,South,2024-04-19,2510.32,5851.7
3044,Holiday Deals,email,East,2024-12-24,7619.25,10087.53
3045,New Year Push,YouTube,East,2024-05-15,7122.03,4163.53
3046,New Year Push,YouTube,North,2024-07-03,4247.44,
3047,Spring Launch,Affiliate,North,2024-04-05,3453.46,9514.1
3048,Back To School,Email,Central,2025-04-28,2129.29,7384.34
3049,Spring Launch,LinkedIn,South,2024-11-13,617.56,2414.76
3050,Cyber Monday,LinkedIn,East,2024-04-27,2062.14,8243.59
3051,New Year Push,Google Ads,North,2024-11-27,,12172.87
186,Summer Promo,Google Ads,South,2024-06-12,3260.33,13444.45
3053,Black Friday ,LinkedIn,North,2025-02-11,1353.71,1643.51
3054,Holiday Deals,YouTube,West,2024-05-14,4981.0,4123.04
3055,Cyber Monday,Affiliate,East,2024-10-09,2040.2,8721.99
3056,Black Friday,LinkedIn,Central,2024-07-12,9767.25,19583.7
3057,Back To School,instagram,West,2025-07-01,,24758.14
3058,New Year Push,Email,South,2024-05-17,2770.45,9169.07
3059,Spring Launch,Affiliate,North,2024-04-07,6623.13,29515.99
3060,New Year Push,Email,North,2024-05-12,2723.97,8684.66
3061,Black Friday,email,South,2024-08-20,615.04,587.11
3062,Back To School,Affiliate,Central,2024-12-14,138.79,624.26
3063,Black Friday,TikTok,North,2024-03-20,8042.51,29330.17
3064,Summer Promo,Google Ads,West,2024-12-08,5146.29,8750.07
3065,Holiday Deals,Email,East,2025-07-28,1597.52,2617.85
3066,Spring Launch,Instagram,North,2024-07-01,3822.12,13473.89
3067,New Year Push,Instagram,West,2025-04-17,5442.65,4408.19
3068,Black Friday,LinkedIn,Central,2025-04-18,278.49,253.24
3069,Black Friday,YouTube,East,2024-08-16,4163.94,17625.01
3070,Winter Sale,Instagram,East,2025-06-30,6410.28,23764.85
3071,Winter Sale,Google Ads,North,2025-08-04,4717.11,9182.63
3072,Cyber Monday,Email,East,2024-06-20,1173.16,4697.02
3073,Holiday Deals,Email,North,2024-08-14,7853.28,9207.75
3074,Holiday Deals,Google Ads,North,2024-12-06,5171.38,12667.29
3075,Summer Promo,YouTube,East,2024-03-08,6288.41,26944.25
3076,Winter Sale,Facebook Ads,Central,2024-09-29,5839.74,15538.78
3077,Holiday Deals,Affiliate,East,2024-06-16,598.2,449.63
3078,Black Friday,YouTube,West,2025-05-07,1954.73,1231.25
3079,Winter Sale,Email,South,2025-03-17,7459.19,25311.43
3080,Black Friday,Google Ads,North,2024-07-26,1446.96,5562.57
3081,Cyber Monday,LinkedIn,West,2025-02-20,1632.38,2782.72
3082,Back To School,TikTok,East,2024-09-23,2564.87,5102.11
3083,Cyber Monday,Affiliate,Central,2024-05-27,2621.17,6437.08
3084,Holiday Deals,Instagram,Central,2024-07-20,4133.34,18377.98
3085,Back To School,Email,East,2024-06-27,653.67,698.59
3086,Spring Launch,Instagram,South,2024-01-21,622.98,1871.04
3087,Back To School,Google Ads,South,2024-08-23,639.64,2459.9
3088,Holiday Deals,google ads,Central,2025-07-05,5168.19,13478.8
3089,Winter Sale ,tiktok,North,2025-02-13,5659.79,
3090,Spring Launch,TikTok,East,2024-11-28,2057.13,3651.96
3091,Winter Sale,LinkedIn,South,2024-06-04,5975.61,8010.13
3092,Spring Launch,Facebook Ads,Central,2024-06-09,1251.68,5482.94
3093,Winter Sale,Affiliate,Central,2024-03-18,317.62,1178.62
3094,Winter Sale,tiktok,South,2024-11-13,7901.55,13344.58
3095,New Year Push,Facebook Ads,East,2025-05-24,1442.7,1561.74
3096,Cyber Monday,Instagram,South,2025-06-11,7004.57,21512.62
3097,Cyber Monday,Facebook Ads,West,2024-05-17,7849.18,33358.42
3098,Cyber Monday,Instagram,East,2024-05-14,6950.08,
3099,Holiday Deals,Email,North,2024-11-17,2510.08,9710.93
3100,New Year Push,affiliate,North,2024-11-09,2172.13,1716.18
3101,Winter Sale,Google Ads,North,2024-02-15,7062.47,14902.56
3102,Back To School,Email,West,2025-06-09,9208.4,28555.44
3103,Cyber Monday,Facebook Ads,West,2024-09-05,995.15,4270.61
3104,Black Friday ,Facebook Ads,Central,2024-12-27,2659.72,4917.42
3105,Cyber Monday ,TikTok,West,2025-07-24,4082.38,2877.66
3106,Summer Promo,Affiliate,South,2024-01-02,5015.5,4981.77
133,New Year Push,Email,South,2025-04-14,4069.61,7743.81
3108,Winter Sale,Instagram,North,2025-02-13,7751.12,28777.44
3109,Black Friday ,Facebook Ads,East,2024-12-20,1618.79,3182.87
3110,Cyber Monday,Affiliate,East,2025-07-31,3796.2,
3111,Spring Launch,TikTok,West,2024-04-13,8004.69,26646.92
3112,Black Friday,YouTube,South,2024-11-06,1984.78,3903.84
3113,Back To School,Email,North,2024-02-03,1147.47,3457.13
3114,Back To School,instagram,West,2025-05-03,1301.58,5783.88
3115,New Year Push,Facebook Ads,Central,2024-06-13,7828.75,16134.7
3116,Spring Launch ,Email,East,2024-02-28,5827.78,24158.29
3117,Winter Sale,TikTok,East,2024-02-02,5585.58,6691.49
3118,Back To School,Affiliate,West,2025-04-14,3849.16,14906.18
3119,Winter Sale ,instagram,East,2024-09-11,6477.71,20099.67
178,Back To School,TikTok,South,2024-11-10,8681.53,35384.98
3121,New Year Push,YouTube,East,2024-10-04,9205.95,8095.68
3122,Spring Launch ,YouTube,South,2024-05-28,5486.85,18995.68
3123,Summer Promo,Instagram,North,2024-05-12,7593.58,22225.38
3124,Spring Launch,Email,East,2024-03-21,1751.19,6461.33
3125,Summer Promo,Google Ads,East,2024-03-12,7229.1,6105.29
3126,Back To School,Email,West,2025-06-23,4691.72,5610.87
3127,Cyber Monday,Instagram,West,2024-03-25,3441.02,1969.38
3128,Holiday Deals,LinkedIn,East,2024-06-08,4063.27,
3129,Cyber Monday,Instagram,North,2024-09-07,6233.87,19661.39
3130,Spring Launch,Facebook Ads,Central,2024-02-02,8379.28,11411.34
3131,Holiday Deals,facebook ads,Central,2024-09-11,1292.77,5049.75
3132,Spring Launch,Facebook Ads,North,2025-08-17,1650.47,7260.48
3133,Summer Promo ,linkedin,West,2025-02-23,8441.13,21132.42
3134,Holiday Deals,Facebook Ads,East,2024-04-05,9816.07,8731.46
3135,Spring Launch,LinkedIn,North,2024-12-16,3100.35,9465.05
191,Winter Sale ,LinkedIn,East,2025-04-06,3565.07,
3137,Cyber Monday,affiliate,North,2024-10-30,749.7,2022.43
3138,Holiday Deals,TikTok,West,2024-10-05,5949.58,18508.62
3139,New Year Push,LinkedIn,North,2025-04-10,,5152.39
3140,Holiday Deals,Affiliate,North,2024-08-23,8452.44,10817.19
3141,Holiday Deals,facebook ads,South,2025-02-18,8285.99,22791.62
3142,New Year Push,TikTok,South,2024-03-07,7645.66,25646.83
3143,Spring Launch,Google Ads,North,2024-01-28,2154.36,5978.89
3144,Summer Promo,TikTok,South,2025-02-09,8690.46,
3145,Cyber Monday,Affiliate,Central,2024-11-03,9669.25,22324.95
3146,Holiday Deals ,LinkedIn,Central,2024-03-12,1513.58,3114.55
3147,Winter Sale,Affiliate,West,2024-01-05,9521.85,16938.26
3148,New Year Push,TikTok,Central,2024-11-13,8694.17,34994.06
3149,Spring Launch ,facebook ads,North,2025-03-28,3566.85,2971.3
3150,Winter Sale,Email,North,2024-10-01,7273.12,12699.23
3151,Cyber Monday,Affiliate,East,2024-08-20,7850.94,17826.5
3152,Black Friday,tiktok,South,2024-08-22,4904.14,17711.98
3153,Back To School,TikTok,South,2024-01-02,3885.4,8829.61
3154,Summer Promo,YouTube,West,2024-12-22,3824.29,7531.41
3155,New Year Push,Instagram,North,2025-04-10,5306.87,19822.21
3156,Holiday Deals,Affiliate,South,2024-07-19,3681.51,9560.95
3157,Black Friday ,Instagram,Central,2024-06-06,6740.2,10634.4
3158,Spring Launch,Instagram,East,2025-08-13,2847.48,12055.24
3159,Winter Sale,YouTube,North,2025-01-09,7262.99,20399.9
3160,Summer Promo,Facebook Ads,North,2025-02-01,,4019.46
3161,Black Friday ,LinkedIn,West,2024-11-05,6219.22,15784.6
3162,Holiday Deals,TikTok,East,2025-05-12,5502.92,
3163,New Year Push,Facebook Ads,Central,2025-02-08,906.59,1154.41
3164,Winter Sale,tiktok,North,2024-06-26,9512.37,20306.99
3165,Spring Launch,Google Ads,North,2024-11-30,4720.16,3355.27
3166,Holiday Deals,Facebook Ads,South,2024-03-30,,1589.74
3167,Back To School,LinkedIn,West,2025-08-09,5427.14,13756.84
3168,Cyber Monday,Affiliate,South,2024-07-20,2506.93,8721.62
3169,New Year Push ,Affiliate,South,2025-02-26,1765.54,2224.12
3170,Summer Promo ,Email,North,2025-06-27,4661.05,7667.98
3171,Cyber Monday,LinkedIn,North,2025-05-07,2549.88,7856.05
3172,Summer Promo,Instagram,West,2024-09-25,6544.62,24856.91
3173,Black Friday,Facebook Ads,West,2025-04-18,,3355.81
3174,Spring Launch,Instagram,South,2024-12-17,2809.3,12417.17
3175,New Year Push,Facebook Ads,South,2025-01-24,6002.96,20043.57
3176,Black Friday,Email,South,2024-11-16,172.84,444.69
3177,Holiday Deals,Instagram,West,2025-07-09,471.53,1309.4
3178,Back To School,Instagram,North,2025-03-12,9215.63,40306.18
3179,Spring Launch,TikTok,East,2024-12-22,5451.47,12717.29
3180,Summer Promo,Affiliate,Central,2025-05-05,9455.67,30205.56
3181,Winter Sale,LinkedIn,West,2024-08-29,742.5,1754.45
3182,Winter Sale,instagram,South,2024-07-13,2478.43,5896.72
3183,Black Friday,Affiliate,West,2024-08-20,4609.11,13037.23
3184,New Year Push,TikTok,East,2024-03-10,3632.03,4202.56
3185,Spring Launch,Facebook Ads,North,2025-05-05,5086.82,19435.78
3186,Cyber Monday,Email,East,2025-02-06,6673.72,12369.55
3187,Holiday Deals,Email,South,2024-07-31,,
3188,Summer Promo,Email,East,2025-07-26,2172.55,1428.82
3189,Spring Launch,Google Ads,West,2025-06-18,7438.96,28345.72
3190,Black Friday,linkedin,Central,2024-12-23,,39302.02
3191,Winter Sale,LinkedIn,South,2025-07-11,6045.29,15839.93
3192,Cyber Monday ,Instagram,West,2024-11-30,375.63,558.42
3193,Winter Sale,Google Ads,East,2024-03-23,4650.19,
3194,Summer Promo,email,West,2024-06-26,,19493.32
3195,Summer Promo,Instagram,East,2024-02-09,2869.69,7919.8
3196,Holiday Deals,Email,East,2024-07-21,972.61,2095.65
3197,Summer Promo,Google Ads,Central,2024-04-24,7526.59,24639.07
3198,Cyber Monday,YouTube,Central,2025-04-27,9907.36,15966.35
3199,Holiday Deals ,LinkedIn,North,2024-01-20,5032.07,9148.92
3200,Holiday Deals,LinkedIn,East,2025-07-19,4461.97,
3201,Cyber Monday,email,Central,2024-01-04,6873.67,27699.27
3202,Cyber Monday,YouTube,North,2024-07-18,2114.76,8445.18
3203,Summer Promo,Email,Central,2024-02-19,691.65,2804.22
3204,Holiday Deals,Instagram,East,2024-10-04,3357.83,5904.24
3205,Summer Promo,TikTok,South,2025-01-07,5169.68,
3206,Black Friday,TikTok,Central,2025-03-21,573.04,1093.89
3207,Winter Sale,instagram,North,2025-03-31,8580.06,17882.71
3208,Black Friday,Google Ads,Central,2025-04-27,2071.65,4555.92
